title,company,location,workplace,job_type,level,applicants,salary,posted,skills
Desarrollador Ruby on Rails,CODILEX,"Gijón, Principality of Asturias, Spain",On-site,Full-time,,29,,6 days ago,['Ruby']
DevOps Engineer con experiencia en Azure y Kubernetes,Mediacore Solutions,"Granada, Andalusia, Spain",Hybrid,Full-time,,44,,5 days ago,"['Azure', 'Kubernetes']"
